Company,Account Type,Twitter Handle,Year,Original Tweets Year,Retweets Year,Reply Tweets Year,Quote Tweets Year,Original Retweets Year,Original Tweet Likes Year,Original Tweet Replies Year,Original Tweet Quotes Year,Account Creation Date,Account Followers,Account Following,Account Likes,Account Public Lists,Original Tweets Total,Retweets Total,Reply Tweets Total,Quote Tweets Total,Original Tweet Retweets Total,Original Tweet Likes Total,Original Tweet Replies Total,Original Tweet Quotes Total
2,POWER INTEGRATIONS INC.,Corporate,@PwrInt,2013,62.0,0.0,0,0.0,3,1,1,0,2011-11-03 17:08:54+00:00,969,109,49,32,914,26,0,2,170,659,28,6
3,POWER INTEGRATIONS INC.,Corporate,@PwrInt,2014,51.0,0.0,0,0.0,4,2,5,0,2011-11-03 17:08:54+00:00,969,109,49,32,914,26,0,2,170,659,28,6
4,POWER INTEGRATIONS INC.,Corporate,@PwrInt,2015,26.0,0.0,0,0.0,8,0,0,0,2011-11-03 17:08:54+00:00,969,109,49,32,914,26,0,2,170,659,28,6
5,POWER INTEGRATIONS INC.,Corporate,@PwrInt,2016,43.0,0.0,0,0.0,19,18,0,0,2011-11-03 17:08:54+00:00,969,109,49,32,914,26,0,2,170,659,28,6
6,POWER INTEGRATIONS INC.,Corporate,@PwrInt,2017,94.0,0.0,0,0.0,18,27,1,0,2011-11-03 17:08:54+00:00,969,109,49,32,914,26,0,2,170,659,28,6
7,POWER INTEGRATIONS INC.,Corporate,@PwrInt,2018,84.0,0.0,0,0.0,22,52,1,3,2011-11-03 17:08:54+00:00,969,109,49,32,914,26,0,2,170,659,28,6
8,POWER INTEGRATIONS INC.,Corporate,@PwrInt,2019,77.0,0.0,0,0.0,7,69,2,0,2011-11-03 17:08:54+00:00,969,109,49,32,914,26,0,2,170,659,28,6
9,POWER INTEGRATIONS INC.,Corporate,@PwrInt,2020,70.0,0.0,0,0.0,23,87,2,0,2011-11-03 17:08:54+00:00,969,109,49,32,914,26,0,2,170,659,28,6
10,POWER INTEGRATIONS INC.,Corporate,@PwrInt,2021,82.0,15.0,0,2.0,29,157,0,1,2011-11-03 17:08:54+00:00,969,109,49,32,914,26,0,2,170,659,28,6
11,POWER INTEGRATIONS INC.,Corporate,@PwrInt,2022,192.0,10.0,0,0.0,34,243,7,2,2011-11-03 17:08:54+00:00,969,109,49,32,914,26,0,2,170,659,28,6
0,MARRIOTT VACATIONS WORLDWIDE CORP.,Corporate,@MarriottVAC,2015,15.0,1.0,0.0,0.0,5,8,0,0,2011-06-29 17:39:44+00:00,341,99,76,3,161,41,32,12,182,469,24,10
1,MARRIOTT VACATIONS WORLDWIDE CORP.,Corporate,@MarriottVAC,2016,36.0,11.0,1.0,2.0,28,36,1,1,2011-06-29 17:39:44+00:00,341,99,76,3,161,41,32,12,182,469,24,10
2,MARRIOTT VACATIONS WORLDWIDE CORP.,Corporate,@MarriottVAC,2017,17.0,8.0,0.0,0.0,21,65,1,1,2011-06-29 17:39:44+00:00,341,99,76,3,161,41,32,12,182,469,24,10
3,MARRIOTT VACATIONS WORLDWIDE CORP.,Corporate,@MarriottVAC,2018,11.0,2.0,0.0,0.0,39,91,5,1,2011-06-29 17:39:44+00:00,341,99,76,3,161,41,32,12,182,469,24,10
4,MARRIOTT VACATIONS WORLDWIDE CORP.,Corporate,@MarriottVAC,2019,19.0,1.0,0.0,2.0,31,85,4,2,2011-06-29 17:39:44+00:00,341,99,76,3,161,41,32,12,182,469,24,10
5,MARRIOTT VACATIONS WORLDWIDE CORP.,Corporate,@MarriottVAC,2020,16.0,14.0,0.0,1.0,29,65,2,3,2011-06-29 17:39:44+00:00,341,99,76,3,161,41,32,12,182,469,24,10
6,MARRIOTT VACATIONS WORLDWIDE CORP.,Corporate,@MarriottVAC,2021,11.0,2.0,3.0,2.0,22,37,5,2,2011-06-29 17:39:44+00:00,341,99,76,3,161,41,32,12,182,469,24,10
7,MARRIOTT VACATIONS WORLDWIDE CORP.,Corporate,@MarriottVAC,2022,36.0,2.0,28.0,5.0,7,82,6,0,2011-06-29 17:39:44+00:00,341,99,76,3,161,41,32,12,182,469,24,10
0,CHEMOURS,Corporate,@chemours,2015,143,16,5,3,205,212,9,1,2014-04-03 11:59:14+00:00,9376,286,1578,102,3575,328,76,199,19861,141835,1963,976
1,CHEMOURS,Corporate,@chemours,2016,492,16,7,28,1218,3095,40,88,2014-04-03 11:59:14+00:00,9376,286,1578,102,3575,328,76,199,19861,141835,1963,976
2,CHEMOURS,Corporate,@chemours,2017,595,24,11,4,4244,22021,393,188,2014-04-03 11:59:14+00:00,9376,286,1578,102,3575,328,76,199,19861,141835,1963,976
3,CHEMOURS,Corporate,@chemours,2018,534,73,15,7,9044,79676,668,350,2014-04-03 11:59:14+00:00,9376,286,1578,102,3575,328,76,199,19861,141835,1963,976
4,CHEMOURS,Corporate,@chemours,2019,576,77,11,21,2486,17804,317,158,2014-04-03 11:59:14+00:00,9376,286,1578,102,3575,328,76,199,19861,141835,1963,976
5,CHEMOURS,Corporate,@chemours,2020,419,37,8,40,1132,6290,77,84,2014-04-03 11:59:14+00:00,9376,286,1578,102,3575,328,76,199,19861,141835,1963,976
6,CHEMOURS,Corporate,@chemours,2021,412,46,2,61,325,1721,71,41,2014-04-03 11:59:14+00:00,9376,286,1578,102,3575,328,76,199,19861,141835,1963,976
7,CHEMOURS,Corporate,@chemours,2022,404,39,17,35,1207,11016,388,66,2014-04-03 11:59:14+00:00,9376,286,1578,102,3575,328,76,199,19861,141835,1963,976
0,NETGEAR INC.,Corporate,@NETGEAR,2009,389.0,0.0,129.0,0.0,0,9,0,0,2008-04-30 19:47:08+00:00,88458,702,7101,946,16811,803,17060,320,32653,43747,9729,994
1,NETGEAR INC.,Corporate,@NETGEAR,2010,484.0,0.0,53.0,0.0,291,90,1,0,2008-04-30 19:47:08+00:00,88458,702,7101,946,16811,803,17060,320,32653,43747,9729,994
2,NETGEAR INC.,Corporate,@NETGEAR,2011,2463.0,2.0,204.0,0.0,1877,306,217,0,2008-04-30 19:47:08+00:00,88458,702,7101,946,16811,803,17060,320,32653,43747,9729,994
3,NETGEAR INC.,Corporate,@NETGEAR,2012,3274.0,10.0,564.0,0.0,1630,341,536,0,2008-04-30 19:47:08+00:00,88458,702,7101,946,16811,803,17060,320,32653,43747,9729,994
4,NETGEAR INC.,Corporate,@NETGEAR,2013,2106.0,46.0,485.0,0.0,1428,584,562,1,2008-04-30 19:47:08+00:00,88458,702,7101,946,16811,803,17060,320,32653,43747,9729,994
5,NETGEAR INC.,Corporate,@NETGEAR,2014,1740.0,163.0,1327.0,2.0,2612,1177,775,0,2008-04-30 19:47:08+00:00,88458,702,7101,946,16811,803,17060,320,32653,43747,9729,994
6,NETGEAR INC.,Corporate,@NETGEAR,2015,2117.0,195.0,2817.0,45.0,9598,5678,1268,2,2008-04-30 19:47:08+00:00,88458,702,7101,946,16811,803,17060,320,32653,43747,9729,994
7,NETGEAR INC.,Corporate,@NETGEAR,2016,853.0,153.0,2863.0,58.0,6702,7526,1427,135,2008-04-30 19:47:08+00:00,88458,702,7101,946,16811,803,17060,320,32653,43747,9729,994
8,NETGEAR INC.,Corporate,@NETGEAR,2017,472.0,69.0,1900.0,48.0,1489,3795,437,126,2008-04-30 19:47:08+00:00,88458,702,7101,946,16811,803,17060,320,32653,43747,9729,994
9,NETGEAR INC.,Corporate,@NETGEAR,2018,409.0,65.0,2287.0,48.0,847,3126,394,89,2008-04-30 19:47:08+00:00,88458,702,7101,946,16811,803,17060,320,32653,43747,9729,994
10,NETGEAR INC.,Corporate,@NETGEAR,2019,792.0,45.0,854.0,50.0,3124,7927,1820,219,2008-04-30 19:47:08+00:00,88458,702,7101,946,16811,803,17060,320,32653,43747,9729,994
11,NETGEAR INC.,Corporate,@NETGEAR,2020,798.0,10.0,637.0,63.0,1251,5456,848,149,2008-04-30 19:47:08+00:00,88458,702,7101,946,16811,803,17060,320,32653,43747,9729,994
12,NETGEAR INC.,Corporate,@NETGEAR,2021,500.0,7.0,1837.0,5.0,968,2677,474,95,2008-04-30 19:47:08+00:00,88458,702,7101,946,16811,803,17060,320,32653,43747,9729,994
13,NETGEAR INC.,Corporate,@NETGEAR,2022,414.0,38.0,1103.0,1.0,836,5055,970,178,2008-04-30 19:47:08+00:00,88458,702,7101,946,16811,803,17060,320,32653,43747,9729,994
0,HMS HOLDINGS CORP.,Corporate,@hmsrecruiting,2010,7.0,0.0,0,0,0,0,0,0,2010-10-01 18:18:23+00:00,36,36,0,0,31,1,0,0,1,3,0,0
1,HMS HOLDINGS CORP.,Corporate,@hmsrecruiting,2011,17.0,0.0,0,0,1,0,0,0,2010-10-01 18:18:23+00:00,36,36,0,0,31,1,0,0,1,3,0,0
2,HMS HOLDINGS CORP.,Corporate,@hmsrecruiting,2015,7.0,1.0,0,0,0,3,0,0,2010-10-01 18:18:23+00:00,36,36,0,0,31,1,0,0,1,3,0,0
0,BRADY CORP. CL A,Corporate,@Brady_Corp,2016,29,7,1,8,17,40,2,1,2013-08-07 20:04:15+00:00,243,37,23,5,29,7,1,8,17,40,2,1
0,HAEMONETICS CORP.,Corporate,@HaemoneticsCorp,2016,233.0,202.0,4.0,3.0,66,106,2,2,2016-03-17 17:24:30+00:00,842,177,434,32,1130,295,4,34,709,1768,48,69
1,HAEMONETICS CORP.,Corporate,@HaemoneticsCorp,2017,448.0,50.0,0.0,3.0,87,140,3,4,2016-03-17 17:24:30+00:00,842,177,434,32,1130,295,4,34,709,1768,48,69
2,HAEMONETICS CORP.,Corporate,@HaemoneticsCorp,2018,41.0,1.0,0.0,2.0,38,84,12,3,2016-03-17 17:24:30+00:00,842,177,434,32,1130,295,4,34,709,1768,48,69
3,HAEMONETICS CORP.,Corporate,@HaemoneticsCorp,2019,88.0,8.0,0.0,2.0,86,229,10,9,2016-03-17 17:24:30+00:00,842,177,434,32,1130,295,4,34,709,1768,48,69
4,HAEMONETICS CORP.,Corporate,@HaemoneticsCorp,2020,76.0,21.0,0.0,11.0,151,402,6,15,2016-03-17 17:24:30+00:00,842,177,434,32,1130,295,4,34,709,1768,48,69
5,HAEMONETICS CORP.,Corporate,@HaemoneticsCorp,2021,154.0,10.0,0.0,7.0,184,537,13,27,2016-03-17 17:24:30+00:00,842,177,434,32,1130,295,4,34,709,1768,48,69
6,HAEMONETICS CORP.,Corporate,@HaemoneticsCorp,2022,90.0,3.0,0.0,6.0,97,270,2,9,2016-03-17 17:24:30+00:00,842,177,434,32,1130,295,4,34,709,1768,48,69
0,AMERICAN STATES WATER CO.,Corporate,@asus_inc,2017,54.0,16.0,0.0,1.0,4,12,1,0,2017-07-26 13:26:33+00:00,83,91,79,1,131,56,2,5,13,47,5,3
1,AMERICAN STATES WATER CO.,Corporate,@asus_inc,2018,55.0,26.0,1.0,3.0,3,18,0,1,2017-07-26 13:26:33+00:00,83,91,79,1,131,56,2,5,13,47,5,3
2,AMERICAN STATES WATER CO.,Corporate,@asus_inc,2019,3.0,0.0,0.0,0.0,0,1,0,0,2017-07-26 13:26:33+00:00,83,91,79,1,131,56,2,5,13,47,5,3
3,AMERICAN STATES WATER CO.,Corporate,@asus_inc,2020,10.0,9.0,1.0,1.0,3,7,2,2,2017-07-26 13:26:33+00:00,83,91,79,1,131,56,2,5,13,47,5,3
4,AMERICAN STATES WATER CO.,Corporate,@asus_inc,2021,8.0,5.0,0.0,0.0,3,9,2,0,2017-07-26 13:26:33+00:00,83,91,79,1,131,56,2,5,13,47,5,3
5,AMERICAN STATES WATER CO.,Corporate,@asus_inc,2022,1.0,0.0,0.0,0.0,0,0,0,0,2017-07-26 13:26:33+00:00,83,91,79,1,131,56,2,5,13,47,5,3
0,CALIFORNIA WATER SERVICE GROUP,Corporate,@calwater,2013,17.0,0.0,0.0,0.0,1,0,2,0,2013-10-23 23:06:10+00:00,2068,1305,2658,0,2236,321,675,147,1246,4680,234,135
1,CALIFORNIA WATER SERVICE GROUP,Corporate,@calwater,2014,196.0,69.0,38.0,0.0,20,22,6,0,2013-10-23 23:06:10+00:00,2068,1305,2658,0,2236,321,675,147,1246,4680,234,135
2,CALIFORNIA WATER SERVICE GROUP,Corporate,@calwater,2015,181.0,39.0,150.0,0.0,86,75,19,0,2013-10-23 23:06:10+00:00,2068,1305,2658,0,2236,321,675,147,1246,4680,234,135
3,CALIFORNIA WATER SERVICE GROUP,Corporate,@calwater,2016,148.0,36.0,64.0,5.0,85,137,18,11,2013-10-23 23:06:10+00:00,2068,1305,2658,0,2236,321,675,147,1246,4680,234,135
4,CALIFORNIA WATER SERVICE GROUP,Corporate,@calwater,2017,138.0,19.0,28.0,2.0,48,189,14,7,2013-10-23 23:06:10+00:00,2068,1305,2658,0,2236,321,675,147,1246,4680,234,135
5,CALIFORNIA WATER SERVICE GROUP,Corporate,@calwater,2018,112.0,5.0,38.0,5.0,55,401,30,15,2013-10-23 23:06:10+00:00,2068,1305,2658,0,2236,321,675,147,1246,4680,234,135
6,CALIFORNIA WATER SERVICE GROUP,Corporate,@calwater,2019,383.0,2.0,40.0,19.0,138,550,33,26,2013-10-23 23:06:10+00:00,2068,1305,2658,0,2236,321,675,147,1246,4680,234,135
7,CALIFORNIA WATER SERVICE GROUP,Corporate,@calwater,2020,316.0,4.0,57.0,31.0,288,1042,31,22,2013-10-23 23:06:10+00:00,2068,1305,2658,0,2236,321,675,147,1246,4680,234,135
8,CALIFORNIA WATER SERVICE GROUP,Corporate,@calwater,2021,322.0,34.0,116.0,35.0,143,911,47,23,2013-10-23 23:06:10+00:00,2068,1305,2658,0,2236,321,675,147,1246,4680,234,135
9,CALIFORNIA WATER SERVICE GROUP,Corporate,@calwater,2022,423.0,113.0,144.0,50.0,382,1353,34,31,2013-10-23 23:06:10+00:00,2068,1305,2658,0,2236,321,675,147,1246,4680,234,135
0,NORTHWEST BANCSHARES INC.,Corporate,@NWSB,2009,46.0,2.0,0.0,0.0,0,1,0,0,2009-02-18 19:58:10+00:00,1565,356,888,56,1054,269,599,6,142,367,99,11
1,NORTHWEST BANCSHARES INC.,Corporate,@NWSB,2010,132.0,3.0,3.0,0.0,12,0,0,0,2009-02-18 19:58:10+00:00,1565,356,888,56,1054,269,599,6,142,367,99,11
2,NORTHWEST BANCSHARES INC.,Corporate,@NWSB,2011,107.0,6.0,9.0,0.0,16,1,8,0,2009-02-18 19:58:10+00:00,1565,356,888,56,1054,269,599,6,142,367,99,11
3,NORTHWEST BANCSHARES INC.,Corporate,@NWSB,2012,79.0,0.0,7.0,0.0,8,1,3,0,2009-02-18 19:58:10+00:00,1565,356,888,56,1054,269,599,6,142,367,99,11
4,NORTHWEST BANCSHARES INC.,Corporate,@NWSB,2013,15.0,6.0,16.0,0.0,12,4,3,0,2009-02-18 19:58:10+00:00,1565,356,888,56,1054,269,599,6,142,367,99,11
5,NORTHWEST BANCSHARES INC.,Corporate,@NWSB,2014,23.0,8.0,17.0,0.0,11,4,0,0,2009-02-18 19:58:10+00:00,1565,356,888,56,1054,269,599,6,142,367,99,11
6,NORTHWEST BANCSHARES INC.,Corporate,@NWSB,2015,30.0,25.0,43.0,1.0,3,12,3,0,2009-02-18 19:58:10+00:00,1565,356,888,56,1054,269,599,6,142,367,99,11
7,NORTHWEST BANCSHARES INC.,Corporate,@NWSB,2016,32.0,49.0,175.0,4.0,8,20,12,2,2009-02-18 19:58:10+00:00,1565,356,888,56,1054,269,599,6,142,367,99,11
8,NORTHWEST BANCSHARES INC.,Corporate,@NWSB,2017,19.0,59.0,60.0,0.0,4,14,0,0,2009-02-18 19:58:10+00:00,1565,356,888,56,1054,269,599,6,142,367,99,11
9,NORTHWEST BANCSHARES INC.,Corporate,@NWSB,2018,120.0,47.0,40.0,0.0,7,99,14,3,2009-02-18 19:58:10+00:00,1565,356,888,56,1054,269,599,6,142,367,99,11
10,NORTHWEST BANCSHARES INC.,Corporate,@NWSB,2019,162.0,40.0,67.0,0.0,7,34,1,0,2009-02-18 19:58:10+00:00,1565,356,888,56,1054,269,599,6,142,367,99,11
11,NORTHWEST BANCSHARES INC.,Corporate,@NWSB,2020,101.0,15.0,83.0,1.0,28,55,30,4,2009-02-18 19:58:10+00:00,1565,356,888,56,1054,269,599,6,142,367,99,11
12,NORTHWEST BANCSHARES INC.,Corporate,@NWSB,2021,86.0,6.0,65.0,0.0,14,74,18,1,2009-02-18 19:58:10+00:00,1565,356,888,56,1054,269,599,6,142,367,99,11
13,NORTHWEST BANCSHARES INC.,Corporate,@NWSB,2022,102.0,3.0,14.0,0.0,12,48,7,1,2009-02-18 19:58:10+00:00,1565,356,888,56,1054,269,599,6,142,367,99,11
0,AMEDISYS INC.,Corporate,@AmedisysInc,2015,63.0,0.0,2.0,0.0,13,6,6,0,2015-10-15 18:00:01+00:00,1137,290,84,22,1499,47,56,44,839,2919,107,54
1,AMEDISYS INC.,Corporate,@AmedisysInc,2016,565.0,0.0,38.0,26.0,70,130,45,2,2015-10-15 18:00:01+00:00,1137,290,84,22,1499,47,56,44,839,2919,107,54
2,AMEDISYS INC.,Corporate,@AmedisysInc,2017,174.0,29.0,0.0,11.0,242,405,3,12,2015-10-15 18:00:01+00:00,1137,290,84,22,1499,47,56,44,839,2919,107,54
3,AMEDISYS INC.,Corporate,@AmedisysInc,2018,179.0,2.0,1.0,4.0,239,666,6,16,2015-10-15 18:00:01+00:00,1137,290,84,22,1499,47,56,44,839,2919,107,54
4,AMEDISYS INC.,Corporate,@AmedisysInc,2019,142.0,6.0,4.0,1.0,65,488,6,8,2015-10-15 18:00:01+00:00,1137,290,84,22,1499,47,56,44,839,2919,107,54
5,AMEDISYS INC.,Corporate,@AmedisysInc,2020,121.0,2.0,6.0,2.0,106,449,26,3,2015-10-15 18:00:01+00:00,1137,290,84,22,1499,47,56,44,839,2919,107,54
6,AMEDISYS INC.,Corporate,@AmedisysInc,2021,158.0,3.0,0.0,0.0,68,512,10,6,2015-10-15 18:00:01+00:00,1137,290,84,22,1499,47,56,44,839,2919,107,54
7,AMEDISYS INC.,Corporate,@AmedisysInc,2022,97.0,5.0,5.0,0.0,36,263,5,7,2015-10-15 18:00:01+00:00,1137,290,84,22,1499,47,56,44,839,2919,107,54
0,TUMI HOLDINGS INC,Corporate,@Tumitravel,2009,56.0,1.0,2.0,0.0,2,1,0,0,2009-03-16 20:02:52+00:00,27428,4,9069,443,4016,1662,5242,17,6875,36390,1632,942
1,TUMI HOLDINGS INC,Corporate,@Tumitravel,2010,198.0,21.0,34.0,0.0,82,11,0,0,2009-03-16 20:02:52+00:00,27428,4,9069,443,4016,1662,5242,17,6875,36390,1632,942
2,TUMI HOLDINGS INC,Corporate,@Tumitravel,2011,380.0,108.0,381.0,0.0,144,27,63,0,2009-03-16 20:02:52+00:00,27428,4,9069,443,4016,1662,5242,17,6875,36390,1632,942
3,TUMI HOLDINGS INC,Corporate,@Tumitravel,2012,851.0,301.0,1444.0,6.0,375,109,188,0,2009-03-16 20:02:52+00:00,27428,4,9069,443,4016,1662,5242,17,6875,36390,1632,942
4,TUMI HOLDINGS INC,Corporate,@Tumitravel,2013,356.0,305.0,804.0,0.0,442,239,125,0,2009-03-16 20:02:52+00:00,27428,4,9069,443,4016,1662,5242,17,6875,36390,1632,942
5,TUMI HOLDINGS INC,Corporate,@Tumitravel,2014,517.0,473.0,580.0,0.0,348,529,120,0,2009-03-16 20:02:52+00:00,27428,4,9069,443,4016,1662,5242,17,6875,36390,1632,942
6,TUMI HOLDINGS INC,Corporate,@Tumitravel,2015,512.0,306.0,728.0,4.0,513,1171,129,5,2009-03-16 20:02:52+00:00,27428,4,9069,443,4016,1662,5242,17,6875,36390,1632,942
7,TUMI HOLDINGS INC,Corporate,@Tumitravel,2016,165.0,78.0,303.0,5.0,581,1732,62,37,2009-03-16 20:02:52+00:00,27428,4,9069,443,4016,1662,5242,17,6875,36390,1632,942
8,TUMI HOLDINGS INC,Corporate,@Tumitravel,2017,75.0,36.0,321.0,1.0,986,1792,48,72,2009-03-16 20:02:52+00:00,27428,4,9069,443,4016,1662,5242,17,6875,36390,1632,942
9,TUMI HOLDINGS INC,Corporate,@Tumitravel,2018,47.0,23.0,158.0,0.0,200,848,42,25,2009-03-16 20:02:52+00:00,27428,4,9069,443,4016,1662,5242,17,6875,36390,1632,942
10,TUMI HOLDINGS INC,Corporate,@Tumitravel,2019,179.0,7.0,158.0,0.0,789,5540,318,157,2009-03-16 20:02:52+00:00,27428,4,9069,443,4016,1662,5242,17,6875,36390,1632,942
11,TUMI HOLDINGS INC,Corporate,@Tumitravel,2020,305.0,0.0,204.0,0.0,592,3598,199,317,2009-03-16 20:02:52+00:00,27428,4,9069,443,4016,1662,5242,17,6875,36390,1632,942
12,TUMI HOLDINGS INC,Corporate,@Tumitravel,2021,201.0,0.0,59.0,0.0,200,2405,101,36,2009-03-16 20:02:52+00:00,27428,4,9069,443,4016,1662,5242,17,6875,36390,1632,942
13,TUMI HOLDINGS INC,Corporate,@Tumitravel,2022,174.0,3.0,66.0,1.0,1621,18388,237,293,2009-03-16 20:02:52+00:00,27428,4,9069,443,4016,1662,5242,17,6875,36390,1632,942
0,COUSINS PROPERTIES REIT INC,Corporate,@CousinsREIT,2018,4.0,4.0,0,4.0,0,4,0,0,2018-08-31 13:39:30+00:00,150,68,29,0,22,18,0,6,14,58,4,6
1,COUSINS PROPERTIES REIT INC,Corporate,@CousinsREIT,2019,10.0,14.0,0,2.0,8,36,2,4,2018-08-31 13:39:30+00:00,150,68,29,0,22,18,0,6,14,58,4,6
2,COUSINS PROPERTIES REIT INC,Corporate,@CousinsREIT,2020,8.0,0.0,0,0.0,6,18,2,2,2018-08-31 13:39:30+00:00,150,68,29,0,22,18,0,6,14,58,4,6
0,THE BRINKS COMPANY,Corporate,@Brinks,2012,221.0,0.0,1.0,0.0,105,22,7,0,2012-08-02 17:24:43+00:00,2750,886,71,36,2127,33,163,14,892,866,205,32
1,THE BRINKS COMPANY,Corporate,@Brinks,2013,1012.0,3.0,36.0,0.0,331,75,44,0,2012-08-02 17:24:43+00:00,2750,886,71,36,2127,33,163,14,892,866,205,32
2,THE BRINKS COMPANY,Corporate,@Brinks,2014,849.0,13.0,95.0,0.0,285,391,53,3,2012-08-02 17:24:43+00:00,2750,886,71,36,2127,33,163,14,892,866,205,32
3,THE BRINKS COMPANY,Corporate,@Brinks,2015,11.0,13.0,15.0,9.0,21,38,9,0,2012-08-02 17:24:43+00:00,2750,886,71,36,2127,33,163,14,892,866,205,32
4,THE BRINKS COMPANY,Corporate,@Brinks,2016,6.0,2.0,7.0,4.0,12,34,6,1,2012-08-02 17:24:43+00:00,2750,886,71,36,2127,33,163,14,892,866,205,32
5,THE BRINKS COMPANY,Corporate,@Brinks,2017,2.0,0.0,8.0,0.0,17,26,4,5,2012-08-02 17:24:43+00:00,2750,886,71,36,2127,33,163,14,892,866,205,32
6,THE BRINKS COMPANY,Corporate,@Brinks,2018,5.0,2.0,0.0,0.0,51,112,24,10,2012-08-02 17:24:43+00:00,2750,886,71,36,2127,33,163,14,892,866,205,32
7,THE BRINKS COMPANY,Corporate,@Brinks,2019,2.0,0.0,1.0,0.0,14,33,10,1,2012-08-02 17:24:43+00:00,2750,886,71,36,2127,33,163,14,892,866,205,32
8,THE BRINKS COMPANY,Corporate,@Brinks,2020,15.0,0.0,0.0,1.0,32,73,23,4,2012-08-02 17:24:43+00:00,2750,886,71,36,2127,33,163,14,892,866,205,32
9,THE BRINKS COMPANY,Corporate,@Brinks,2021,4.0,0.0,0.0,0.0,24,62,25,8,2012-08-02 17:24:43+00:00,2750,886,71,36,2127,33,163,14,892,866,205,32
0,SONIC CORP.,Corporate,@sonicdrivein,2009,75.0,0.0,1.0,0.0,0,8,1,0,2009-05-15 22:28:50+00:00,406972,4258,8919,1622,4936,193,65728,10198,150412,361130,48509,23366
1,SONIC CORP.,Corporate,@sonicdrivein,2010,22.0,0.0,1107.0,0.0,46,5,0,0,2009-05-15 22:28:50+00:00,406972,4258,8919,1622,4936,193,65728,10198,150412,361130,48509,23366
2,SONIC CORP.,Corporate,@sonicdrivein,2011,411.0,1.0,1538.0,0.0,663,101,716,0,2009-05-15 22:28:50+00:00,406972,4258,8919,1622,4936,193,65728,10198,150412,361130,48509,23366
3,SONIC CORP.,Corporate,@sonicdrivein,2012,395.0,7.0,760.0,0.0,2876,596,1750,2,2009-05-15 22:28:50+00:00,406972,4258,8919,1622,4936,193,65728,10198,150412,361130,48509,23366
4,SONIC CORP.,Corporate,@sonicdrivein,2013,574.0,43.0,1063.0,0.0,4016,2252,1337,4,2009-05-15 22:28:50+00:00,406972,4258,8919,1622,4936,193,65728,10198,150412,361130,48509,23366
5,SONIC CORP.,Corporate,@sonicdrivein,2014,471.0,11.0,5265.0,2.0,55571,39883,7738,5,2009-05-15 22:28:50+00:00,406972,4258,8919,1622,4936,193,65728,10198,150412,361130,48509,23366
6,SONIC CORP.,Corporate,@sonicdrivein,2015,466.0,16.0,10365.0,2777.0,30392,42485,3609,16,2009-05-15 22:28:50+00:00,406972,4258,8919,1622,4936,193,65728,10198,150412,361130,48509,23366
7,SONIC CORP.,Corporate,@sonicdrivein,2016,172.0,29.0,1870.0,7208.0,9928,15297,950,1130,2009-05-15 22:28:50+00:00,406972,4258,8919,1622,4936,193,65728,10198,150412,361130,48509,23366
8,SONIC CORP.,Corporate,@sonicdrivein,2017,99.0,2.0,755.0,4.0,5270,11647,848,1594,2009-05-15 22:28:50+00:00,406972,4258,8919,1622,4936,193,65728,10198,150412,361130,48509,23366
9,SONIC CORP.,Corporate,@sonicdrivein,2018,300.0,7.0,11411.0,145.0,9525,40829,2043,2685,2009-05-15 22:28:50+00:00,406972,4258,8919,1622,4936,193,65728,10198,150412,361130,48509,23366
10,SONIC CORP.,Corporate,@sonicdrivein,2019,719.0,56.0,10982.0,33.0,12576,68655,8834,8550,2009-05-15 22:28:50+00:00,406972,4258,8919,1622,4936,193,65728,10198,150412,361130,48509,23366
11,SONIC CORP.,Corporate,@sonicdrivein,2020,468.0,17.0,8933.0,12.0,7342,41029,8813,4261,2009-05-15 22:28:50+00:00,406972,4258,8919,1622,4936,193,65728,10198,150412,361130,48509,23366
12,SONIC CORP.,Corporate,@sonicdrivein,2021,386.0,2.0,6425.0,13.0,4127,31303,6456,2560,2009-05-15 22:28:50+00:00,406972,4258,8919,1622,4936,193,65728,10198,150412,361130,48509,23366
13,SONIC CORP.,Corporate,@sonicdrivein,2022,378.0,2.0,5253.0,4.0,8080,67040,5414,2559,2009-05-15 22:28:50+00:00,406972,4258,8919,1622,4936,193,65728,10198,150412,361130,48509,23366
0,SYNCHRONOSS TECHNOLOGIES INC.,Corporate,@Synchronoss,2010,54.0,2.0,0.0,0.0,4,1,0,0,2009-04-14 12:23:38+00:00,1752,718,475,113,2208,198,38,52,1401,3978,195,119
1,SYNCHRONOSS TECHNOLOGIES INC.,Corporate,@Synchronoss,2011,270.0,6.0,7.0,0.0,16,6,1,0,2009-04-14 12:23:38+00:00,1752,718,475,113,2208,198,38,52,1401,3978,195,119
2,SYNCHRONOSS TECHNOLOGIES INC.,Corporate,@Synchronoss,2012,126.0,3.0,7.0,0.0,17,6,8,0,2009-04-14 12:23:38+00:00,1752,718,475,113,2208,198,38,52,1401,3978,195,119
3,SYNCHRONOSS TECHNOLOGIES INC.,Corporate,@Synchronoss,2013,71.0,4.0,2.0,0.0,19,12,8,0,2009-04-14 12:23:38+00:00,1752,718,475,113,2208,198,38,52,1401,3978,195,119
4,SYNCHRONOSS TECHNOLOGIES INC.,Corporate,@Synchronoss,2014,32.0,10.0,0.0,0.0,42,28,0,0,2009-04-14 12:23:38+00:00,1752,718,475,113,2208,198,38,52,1401,3978,195,119
