Index,Company,Account Type,Twitter Handle,Account Creation Date,Account Followers,Account Following,Account Likes,Account Public Lists,Original Tweets,Retweets,Reply Tweets,Quote Tweets,Original Tweet Retweets,Original Tweet Likes,Original Tweet Replies,Original Tweet Quotes
0,SYNOPSYS INC,Corporate,@synopsys,2008-11-16 21:16:24+00:00,20201,1870,748,449,5281,246,77,90,3829,7144,242,239
0,WESTAR ENERGY INC.,Corporate,@evergypower,2018-05-01 03:05:29+00:00,8987,376,789,63,659,215,2333,38,2818,9378,1542,884
0,VALSPAR CORP.,Corporate,@Valspar,2009-08-10 21:13:31+00:00,12544,674,2122,197,1053,376,1047,14,1904,6281,452,63
0,ANSYS INC,Corporate,@ANSYS,2009-04-20 20:20:58+00:00,27204,3042,7491,588,16023,3080,1124,370,65447,44210,1216,974
0,ATMOS ENERGY CORP.,Corporate,@atmosenergy,2009-04-09 12:50:58+00:00,6568,2225,3616,199,3201,2273,1867,252,4075,12012,460,415
0,REGENCY CENTERS REIT CORP,Corporate,@regencycenters,2010-01-15 14:48:25+00:00,4422,184,5404,104,2494,405,302,35,1711,2903,263,85
0,HUNTINGTON INGALLS INDUSTRIES INC.,Corporate,@WeAreHII,2011-02-04 19:09:27+00:00,9345,1340,8567,292,9299,8131,399,56,13030,18129,996,854
0,EVEREST RE GROUP LTD,Corporate,@EverestIns,2014-07-19 02:30:01+00:00,626,197,123,22,1104,318,20,12,380,1790,53,26
0,CADENCE DESIGN SYSTEMS INC,Corporate,@Cadence,2009-01-09 05:47:41+00:00,16390,139,1736,424,9730,833,212,43,7240,15774,487,394
0,BROADRIDGE FINANCIAL SOLUTIONS INC,Corporate,@Broadridge,2008-06-10 04:51:22+00:00,5604,1423,522,207,3950,295,16,28,3837,6332,185,310
0,UGI CORP.,Corporate,@UGICorporation,2021-04-15 00:51:17+00:00,106,178,274,0,53,85,8,14,87,178,6,11
0,MID-AMERICA APARTMENT COMMUNITIES,Corporate,@MAACommunities,2011-03-16 15:44:23+00:00,112,11,0,1,0,0,2,0,0,0,0,0
0,ASHLAND INC,Corporate,@AshlandInc,2011-05-06 20:12:04+00:00,2820,320,149,87,2116,289,20,5,965,1864,71,41
0,COMPUTER SCIENCES CORP,Corporate,@CSCGlobal,2009-03-13 19:42:14+00:00,1341,452,26,24,1477,18,10,2,496,1135,59,55
0,TELEFLEX INC.,Corporate,@teleflex,2012-09-28 19:19:05+00:00,944,190,31,27,5617,194,62,969,1230,1847,133,98
0,WABTEC CORP,Corporate,@WabtecCorp,2010-05-12 15:48:28+00:00,10193,948,4034,234,2514,754,82,109,7009,15179,688,556
0,SIGNATURE BANK,Corporate,@SignatureBankNY,2011-09-07 23:00:29+00:00,1,6,0,1,0,0,0,0,0,0,0,0
0,SEI INVESTMENTS,Corporate,@SEIInvestments,2021-10-15 18:39:01+00:00,77,27,2,3,39,0,1,1,42,67,2,9
0,CAMDEN PROPERTY TRUST REIT,Corporate,@CamdenLiving,2009-05-18 14:30:29+00:00,2775,906,1878,51,4984,253,344,66,5305,6581,257,265
0,RAYMOND JAMES FINANCIAL INC.,Corporate,@RaymondJames,2008-12-09 02:42:57+00:00,16623,447,898,364,8914,428,107,55,18458,25366,1486,785
0,MSCI INC,Corporate,@MSCI_Inc,2009-07-22 15:30:21+00:00,24023,1496,372,489,5985,618,46,105,7807,12314,496,632
0,RPM INTERNATIONAL INC.,Corporate,@RPMintl,2009-08-25 20:24:54+00:00,2025,328,1903,48,1281,1198,14,7,865,1960,54,37
0,NATIONAL RETAIL PROPERTIES INC.,Corporate,@NNNreit,2009-04-29 19:14:06+00:00,137,19,11,8,129,1,1,1,6,97,5,0
0,IDEX CORP.,Corporate,@IDEXCorp,2019-06-04 19:08:22+00:00,299,33,78,4,75,19,1,3,69,144,2,12
0,FACTSET RESEARCH SYSTEMS INC.,Corporate,@FactSet,2008-11-18 22:20:31+00:00,109324,275,3053,2227,15754,1516,535,171,63599,109271,4643,5841
0,TRIMBLE NAVIGATION LTD,Corporate,@TrimbleCorpNews,2013-06-10 21:15:53+00:00,10784,106,3503,225,951,1824,38,61,1073,2519,143,120
0,MEDNAX INC.,Corporate,@pediatrix,2009-04-29 13:23:04+00:00,1522,1132,1107,69,2355,5065,72,42,1702,3430,206,106
0,REINSURANCE GROUP OF AMERICA INC.,Corporate,@RGA_RE,2012-09-17 17:32:14+00:00,1220,374,521,67,2225,186,18,75,2147,3743,55,146
0,A.O. SMITH CORP.,Corporate,@AOSmithHotWater,2009-06-24 19:24:22+00:00,3550,175,747,73,1135,125,865,30,1689,3412,333,183
0,DOMINOS PIZZA INC.,Corporate,@dominos,2009-04-15 16:18:59+00:00,1506089,529,6704,3849,56095,201,397026,29,618295,1584443,302753,102148
0,OGE ENERGY CORP.,Corporate,@OGEEnergyCorp,2009-05-14 16:37:25+00:00,648,3,0,28,98,0,0,0,0,3,3,0
0,AMERICAN CAMPUS COMMUNITIES INC.,Corporate,@americancampus,2013-09-26 21:30:22+00:00,791,188,358,8,778,140,103,41,218,1038,47,72
0,ARROW ELECTRONICS INC,Corporate,@ArrowGlobal,2012-07-25 13:46:50+00:00,27748,1513,16131,365,5199,1141,1219,87,15051,116034,1351,922
0,STERIS,Corporate,@STERIS,2010-12-07 12:57:06+00:00,3578,504,22,75,1339,71,60,0,710,1489,64,61
0,AQUA AMERICA INC.,Corporate,@MyAquaAmerica,2013-06-13 15:49:30+00:00,6138,859,669,60,5078,391,1163,67,1858,5651,1131,310
0,JETBLUE AIRWAYS CORP.,Corporate,@JetBlue,2007-05-30 17:51:54+00:00,1900979,100933,65129,11568,12484,347,583281,85,106841,252851,52783,15485
0,ALIGN TECHNOLOGY INC.,Corporate,@Invisalign,2008-12-28 22:14:20+00:00,28550,1339,18283,185,8082,938,32111,41,20322,40889,3596,1589
0,KILROY REALTY CORP.,Corporate,@Kilroyrealty,2015-02-12 21:28:25+00:00,763,376,443,31,171,98,13,10,67,196,15,3
0,MANPOWERGROUP,Corporate,@ManpowerGroup,2011-03-30 03:27:07+00:00,16577,1295,5911,189,7509,4555,88,150,25689,47276,1117,1602
0,LIBERTY PROPERTY REIT TRUST,Corporate,@LibPropTrust,2009-05-18 17:05:03+00:00,2040,170,358,57,386,250,12,11,204,412,37,17
0,HUBBELL INC,Corporate,@HubbellCorp,2009-12-23 14:48:37+00:00,7212,75,1,92,398,538,36,0,116,117,10,2
0,AVNET INC,Corporate,@Avnet,2012-11-08 15:13:39+00:00,13197,820,2646,423,5886,827,182,177,9787,21139,421,660
0,LENNOX INTERNATIONAL INC.,Corporate,@LennoxAir,2012-08-21 21:00:39+00:00,15072,399,1079,112,2763,106,1366,6,6925,7607,998,683
0,WEST PHARMACEUTICAL SERVICES INC.,Corporate,@WestPharma,2009-09-04 17:53:41+00:00,2559,403,425,55,8267,281,19,58,5629,6963,174,319
0,WR BERKLEY CORP,Corporate,@WRBerkleyCorp,2011-08-02 16:03:29+00:00,1893,139,407,53,588,439,60,4,660,1445,70,74
0,JONES LANG LASALLE INC.,Corporate,@JLL,2009-03-21 21:49:27+00:00,83252,977,660,1538,16244,3149,502,32,41580,47333,1731,1450
0,RELIANCE STEEL & ALUMINUM,Corporate,@Reliance_RS,2015-05-15 22:26:10+00:00,248,28,21,5,57,4,0,5,40,135,3,2
0,SVB FINANCIAL GROUP,Corporate,@SVB_Financial,2008-11-14 22:04:01+00:00,38550,1673,21358,1313,12582,4440,2858,197,30409,47366,1839,2063
0,EAST WEST BANCORP INC.,Corporate,@EastWestBancorp,2014-06-11 19:01:34+00:00,133,1,0,1,0,0,0,0,0,0,0,0
0,CARTERS INC.,Corporate,@Carters,2012-04-05 17:24:32+00:00,33013,9522,10281,169,7435,290,9024,65,22133,36394,21591,1064
0,KEYSIGHT TECHNOLOGIES INC,Corporate,@Keysight,2013-10-25 14:30:15+00:00,12528,1129,13461,207,4215,1794,160,65,39124,149182,1254,783
0,MARKETAXESS HOLDINGS INC.,Corporate,@MarketAxess,2011-08-08 21:15:24+00:00,3061,601,481,90,4484,366,31,125,2563,2667,103,113
0,ORBITAL ATK INC,Corporate,@OrbitalATK,2008-07-30 16:17:08+00:00,102055,462,2104,0,4126,1693,794,349,62669,109090,4592,2892
0,VCA INC,Corporate,@VCAPetHealth,2010-12-09 18:14:46+00:00,27433,531,3804,325,7490,701,3764,124,18224,31607,2266,800
0,LAMAR ADVERTISING COMPANY CLAS,Corporate,@LamarOOH,2009-04-14 19:53:02+00:00,5995,947,551,149,1881,211,131,36,2711,7618,334,273
0,TYLER TECHNOLOGIES INC.,Corporate,@tylertech,2009-09-14 14:20:17+00:00,4556,1187,1819,119,4378,659,332,83,3082,9541,523,352
0,INGRAM MICRO INC. SHS -A-,Corporate,@IngramMicroInc,2009-04-01 16:28:09+00:00,22330,298,2585,518,5314,963,78,224,4980,11534,399,312
0,HAIN CELESTIAL GROUP INC.,Corporate,@haincelestial,2009-11-12 17:20:32+00:00,1782,539,85,55,1576,182,228,0,260,300,103,1
0,CBOE HOLDINGS INC.,Corporate,@CBOE,2008-10-17 17:20:29+00:00,604000,770,948,3444,27203,1595,1193,111,61121,68024,5856,3064
0,POLARIS INDUSTRIES INC,Corporate,@PolarisCareers,2013-01-03 14:48:40+00:00,424,7,0,8,0,0,0,0,0,0,0,0
0,COPART INC.,Corporate,@copartdirect,2012-09-26 13:47:54+00:00,1675,1225,103,12,959,30,3853,17,83,292,64,6
0,AECOM,Corporate,@AECOM,2009-01-23 17:55:15+00:00,84359,627,7848,1251,8262,2496,616,231,23019,43877,1597,1718
0,PANERA BREAD CO. CL A,Corporate,@panerabread,2009-08-07 00:32:48+00:00,444067,10992,5315,2734,10900,320,87087,162,274606,1078136,75911,45837
0,FORTINET INC.,Corporate,@Fortinet,2008-02-25 22:20:28+00:00,137087,3225,18522,1620,10978,5857,1061,136,42940,120085,2404,2705
0,POST HOLDINGS INC.,Corporate,@PostCereals,2018-06-25 18:53:57+00:00,1745,53,741,13,89,86,718,18,209,1057,372,188
0,MANHATTAN ASSOCIATES INC.,Corporate,@ManhAssocNews,2009-03-18 16:00:41+00:00,9800,1752,4416,355,17878,2119,364,147,8307,13253,621,493
0,APTARGROUP INC.,Corporate,@aptar,2012-10-05 16:02:53+00:00,1096,419,219,11,1108,51,1,9,1518,3075,61,97
0,SONOCO PRODUCTS CO.,Corporate,@Sonoco_Products,2009-05-11 17:43:14+00:00,4935,429,293,90,1048,188,77,9,6925,26341,2886,2612
0,TORO CO.,Corporate,@TheToroCompany,2009-03-13 18:46:24+00:00,20842,810,5349,0,4684,2762,2387,85,11299,22795,902,574
0,BEMIS INC,Corporate,@BemisCompanyInc,2014-08-08 18:45:48+00:00,40,0,1,1,0,0,0,0,0,0,0,0
