Glassdoor Review Page,supposed_n_reviews,supposed_n_pages
https://www.glassdoor.com/Reviews/STERIS-Reviews-E333.htm,670,67
https://www.glassdoor.com/Reviews/Lennox-International-Reviews-E2871.htm,665,67
https://www.glassdoor.com/Reviews/Vera-Bradley-Reviews-E38751.htm,663,67
https://www.glassdoor.com/Reviews/Simon-Property-Group-Reviews-E2458.htm,660,66
https://www.glassdoor.com/Reviews/American-Electric-Power-Reviews-E34.htm,653,66
https://www.glassdoor.com/Reviews/FMC-Technologies-Reviews-E13228.htm,648,65
https://www.glassdoor.com/Reviews/Stage-Stores-Reviews-E6020.htm,641,65
https://www.glassdoor.com/Reviews/PSEG-Reviews-E16719.htm,634,64
https://www.glassdoor.com/Reviews/Essex-Property-Trust-Reviews-E3630.htm,632,64
https://www.glassdoor.com/Reviews/AES-Corporation-Reviews-E291.htm,638,64
https://www.glassdoor.com/Reviews/Teleflex-Reviews-E138296.htm,639,64
https://www.glassdoor.com/Reviews/Timken-Reviews-E664.htm,640,64
https://www.glassdoor.com/Reviews/Plexus-Reviews-E1792.htm,637,64
https://www.glassdoor.com/Reviews/Valero-Energy-Reviews-E704.htm,627,63
https://www.glassdoor.com/Reviews/Camden-Property-Trust-Reviews-E2418.htm,627,63
https://www.glassdoor.com/Reviews/Pediatrix-Reviews-E4506.htm,625,63
